id	label	level	desc	connections	color	validated
ee395cdd-cd9a-5f1f-8ac0-cc8a6dc75341	Requirements Classification Schema	3	Phân tầng 4 cấp bậc yêu cầu theo mức độ chi tiết và đối tượng thụ hưởng nhằm đảm bảo sự thống nhất và truy xuất nguồn gốc từ mục tiêu chiến lược xuống hệ thống kỹ thuật.	663f03f9-d35e-54f0-9cd2-d4401b48dcaa;3eace481-240e-580b-a4a4-c031b48bf5c3;d9e66aec-9a1d-53f4-8855-b4a70b0011c8;ce6ac3c5-20aa-5a27-9f54-ba4d89202f3c;fa673824-0d8c-58b8-ae34-c1cf9ee93f7e	#D97706	true
b1f9206d-bed3-539c-a7ac-dd241de1f2e4	Requirements vs Designs	3	Ranh giới động giữa bản chất cần đạt được và phương thức cụ thể hóa: Yêu cầu tập trung vào Nhu cầu (Cái gì cần làm? Ai cần?), Thiết kế tập trung vào Giải pháp (Làm như thế nào? Cấu trúc ra sao?). Cùng một nội dung có thể là thiết kế ở tầng trên nhưng lại là yêu cầu ở tầng dưới.	663f03f9-d35e-54f0-9cd2-d4401b48dcaa;0cae8f8c-2042-5cc8-849b-3172cd85a52e;b3b1fcdf-0432-50a2-a3a2-96ac55172ef1	#D97706	true
784e9522-6987-51ca-8175-6249a6f26854	Standard Stakeholders	3	Hệ thống định danh các vai trò trọng yếu tham gia tương tác với BA trong toàn bộ vòng đời phân tích: Nhà tài trợ (Sponsor), Khách hàng, Người dùng cuối, Chuyên gia nghiệp vụ (Domain SME), Chuyên gia triển khai (Implementation SME), Quản lý dự án (PM), Quản lý chất lượng (Tester/QA), Cơ quan quản lý (Regulator), Hỗ trợ vận hành (Ops), Nhà cung cấp (Supplier).	1a99740a-9daf-598a-a9d9-a84b7688ff3f;663f03f9-d35e-54f0-9cd2-d4401b48dcaa;e191ec07-3e81-525d-8e3f-785d981ab395	#D97706	true
5224b426-07b5-540d-9dee-8490a29d1207	Plan BA Approach	3	Xác lập phương pháp luận tổng thể để triển khai các hoạt động BA: lựa chọn giữa cách tiếp cận dự đoán (Predictive / Waterfall) hay thích ứng (Adaptive / Agile), xác định mức độ chi tiết tài liệu, phân bổ thời gian và quản trị rủi ro công việc.	7be7f66a-42ea-5fad-a32c-63c5c32b71c3;b54f164d-61e7-5f9c-ac53-7c3b37d332c6;810898dc-e78f-51ce-a246-21cc23f790f4;408840a4-21a6-51f2-8298-de41a2e7d9cd;a42ee778-0eb6-55e5-a5ea-a8c6b59e599e;216db8a2-d5bc-51c6-a496-1d5070a93e81;925acfd5-7c57-51af-8358-055166f8eb0b	#2563EB	true
e191ec07-3e81-525d-8e3f-785d981ab395	Plan Stakeholder Engagement	3	Nhận diện toàn diện các bên liên quan, phân tích mức độ quyền lực/mối quan tâm, thái độ đón nhận thay đổi, từ đó thiết lập chiến lược tương tác, kênh giao tiếp và mức độ tham gia phù hợp.	1a99740a-9daf-598a-a9d9-a84b7688ff3f;5e7da57f-a4f1-5640-b5ec-3b173614efa1;408840a4-21a6-51f2-8298-de41a2e7d9cd;a42ee778-0eb6-55e5-a5ea-a8c6b59e599e;ee5bc760-cef5-574f-97e6-963de23fe458;784e9522-6987-51ca-8175-6249a6f26854;e2eb7d45-46e0-5408-a048-a0c46dee897a;6a6dfced-ba4d-57a5-9e6f-04dcd7407632	#2563EB	true
41c95f67-613f-5f53-84e7-13ce1b7842b5	Plan BA Governance	3	Thiết lập cơ chế ra quyết định, luồng kiểm soát thay đổi, quy trình phê duyệt yêu cầu, và cách thức xếp hạng ưu tiên nhằm duy trì tính minh bạch và kỷ luật dự án.	8c3ec12a-5ca8-5524-8e50-8a2ae2809fcb;408840a4-21a6-51f2-8298-de41a2e7d9cd;a42ee778-0eb6-55e5-a5ea-a8c6b59e599e;5aaff8a6-c0c0-5ce1-b2eb-157998fee775	#2563EB	true
ba0bf964-c767-5032-8e84-32f1ddb50fa0	Plan BA Information Management	3	Xác định cách tổ chức, lưu trữ, truy xuất nguồn gốc (traceability), cấp độ chi tiết và các thuộc tính (attributes) gắn kèm thông tin BA để tái sử dụng lâu dài.	bd984852-a9ae-560d-a1ab-9a648fab2058;408840a4-21a6-51f2-8298-de41a2e7d9cd;a42ee778-0eb6-55e5-a5ea-a8c6b59e599e;b76836da-e87c-5847-b869-d9fa03c3bbd7	#2563EB	true
6e46fcf5-5e66-579d-ab4b-b5c85076f94c	Identify BA Performance Improvements	3	Đo lường chất lượng công việc của BA trong suốt dự án, so sánh với kỳ vọng, thu thập bài học kinh nghiệm và đưa ra các hành động khắc phục, cải tiến quy trình.	408840a4-21a6-51f2-8298-de41a2e7d9cd;a42ee778-0eb6-55e5-a5ea-a8c6b59e599e;87bb3319-819f-5ef1-b5ab-b588cd800ea9;85ef3ee9-1d90-5b24-94e6-3c9899fd9c56	#2563EB	true
6b787aac-3340-54bb-8dd5-c2713006e12f	Analytical Thinking & Problem Solving	3	Khả năng phân tích thấu đáo các vấn đề phức tạp, bóc tách dữ liệu đa chiều, suy nghĩ sáng tạo và đưa ra các quyết định có căn cứ sắc bén.	aeb41992-0ca2-5561-82dc-eb5eb84e9143;79b8bac7-efb5-5751-b48c-79917cfb43e8;c586ee07-87e8-5f62-84d9-e9a9d10eaef3;623ccf52-d397-5f51-9540-37763b08726b	#475569	true
2af65463-0b98-5eb1-9ba6-f998e8083afb	Behavioural Characteristics	3	Các phẩm chất tính cách tạo dựng uy tín cá nhân của BA: Đạo đức nghề nghiệp, tính tin cậy, trách nhiệm cá nhân, khả năng tự thích ứng và quản lý thời gian kỷ luật.	9ccc5f66-a9fe-5859-839e-79dbc5996409;5af0b923-3636-5ee6-991d-960ca6a4680b;10fd2a26-3371-5fb0-b2d2-4fe9c38a455f;623ccf52-d397-5f51-9540-37763b08726b	#475569	true
987ab0e7-3b35-5a0d-8dfc-4ae371c33506	Business Knowledge	3	Sự hiểu biết sâu sắc về ngành nghề hoạt động, cấu trúc tổ chức, mô hình kinh doanh, quy định pháp luật và công nghệ áp dụng trong lĩnh vực của doanh nghiệp.	93c4b60c-562a-59a2-a787-41c6d2a573f1;a117ef4b-2582-56f9-ae20-48ccf728891f;cecc8f48-669f-518b-9d90-0d63cd90633d;623ccf52-d397-5f51-9540-37763b08726b	#475569	true
4a5e7c70-a44f-5da9-95f3-be6d8fcb62d6	Communication Skills	3	Khả năng diễn đạt thông tin rõ ràng, khúc chiết qua ngôn từ nói, tài liệu viết và ngôn ngữ hình thể; đặc biệt là kỹ năng lắng nghe chủ động để nắm bắt trọn vẹn thông điệp.	f6232434-01ff-5f5a-bc78-724809fbcf83;7c2e21f2-78bc-5196-8764-e4fefb4f11e7;9974d778-a494-5786-8027-eed19cc0d94f;f8130ae2-89f2-581f-b5c1-e7a5c64c5812;623ccf52-d397-5f51-9540-37763b08726b	#475569	true
cce466c0-fa82-51f0-8a9c-9fea74131f94	Interaction Skills	3	Năng lực hợp tác đa phòng ban, kỹ năng điều phối cuộc họp (facilitation), khả năng lãnh đạo tạo tầm ảnh hưởng, và kỹ thuật đàm phán giải quyết xung đột.	b3decdb0-ed54-5404-a8d1-231b6404c2cb;eb06347b-7934-5403-b877-55263c83e487;b45f4b8f-a6af-5ade-a436-777c33ac23af;623ccf52-d397-5f51-9540-37763b08726b	#475569	true
75680ed5-fa7e-5a58-bd55-296efc7bdf81	Tools and Technology	3	Năng lực sử dụng thành thạo các phần mềm văn phòng, công cụ quản lý yêu cầu (Jira, Confluence, Azure DevOps), phần mềm mô hình hóa quy trình và thiết kế nguyên mẫu.	fef1af02-b5ca-500f-9ea0-e1916e65943d;84825c17-9120-5b79-87d6-b3ce5a33a99f;021d2957-4b1a-5c11-b522-9f0137e07918;623ccf52-d397-5f51-9540-37763b08726b	#475569	true
cd88db28-6da1-5e47-a355-eed9493c363a	Prepare for Elicitation	3	Xác lập phạm vi thông tin cần thu thập, lựa chọn các kỹ thuật khơi gợi thích hợp (Phỏng vấn, Khảo sát, Quan sát, Hội thảo), chuẩn bị hậu cần và điều kiện tiên quyết.	03933a6b-d5fa-57ed-b380-ba62ee0a63ec;881e5b2b-4813-5e5a-8f38-1e03db520aed;a42ee778-0eb6-55e5-a5ea-a8c6b59e599e;ee5bc760-cef5-574f-97e6-963de23fe458;bd66dda3-151b-57d6-81ce-4593d14646cc	#059669	true
e54ab72f-cdf7-513e-9af4-e9d88f090d98	Conduct Elicitation	3	Thực thi các hoạt động khơi gợi theo 3 hình thức: Hợp tác (hội thảo, phỏng vấn trực tiếp), Nghiên cứu (đọc tài liệu, phân tích đối chuẩn) hoặc Thử nghiệm (tạo nguyên mẫu, quan sát tại chỗ).	881e5b2b-4813-5e5a-8f38-1e03db520aed;a42ee778-0eb6-55e5-a5ea-a8c6b59e599e;bd66dda3-151b-57d6-81ce-4593d14646cc;da9c6c95-2465-5fed-82ef-260eb2959f27;262a0771-8fa1-5a6a-be20-f0197aaf2d28;83e6030e-f773-5f24-91d4-858c5b433157;79054801-1102-5f70-838f-9f4b80b166ca	#059669	true
bd78bb9e-a13b-54b3-b443-0c6aa02b8e72	Confirm Elicitation Results	3	Kiểm tra tính chính xác, tính nhất quán của thông tin thu thập được với ý định thực tế của bên liên quan; phát hiện lỗ hổng hiểu lầm và làm rõ các điểm mâu thuẫn.	881e5b2b-4813-5e5a-8f38-1e03db520aed;da9c6c95-2465-5fed-82ef-260eb2959f27;ff4dd6cf-8291-5a6b-a8bd-00d2e3ec86f8;ce6ac3c5-20aa-5a27-9f54-ba4d89202f3c	#059669	true
3d117562-8f35-5464-9759-d8c512a8e440	Communicate BA Information	3	Truyền tải thông tin nghiệp vụ, yêu cầu và thiết kế đến đúng đối tượng, đúng thời điểm bằng định dạng phù hợp (thuyết trình, báo cáo, walkthrough, bảng tổng quan).	ec2e3268-3998-5356-b63b-fae04cf628de;881e5b2b-4813-5e5a-8f38-1e03db520aed;a42ee778-0eb6-55e5-a5ea-a8c6b59e599e;07836547-2108-55ed-a6b8-6b68c42bcc1f	#059669	true
7dfd236f-7b1d-5174-a80a-91ea74b7f66e	Manage Stakeholder Collaboration	3	Chủ động khuyến khích, tạo động lực và duy trì cam kết bền vững từ các bên liên quan; kịp thời nhận diện dấu hiệu giảm nhiệt huyết hoặc kháng cự để tháo gỡ.	1a99740a-9daf-598a-a9d9-a84b7688ff3f;881e5b2b-4813-5e5a-8f38-1e03db520aed;a42ee778-0eb6-55e5-a5ea-a8c6b59e599e;ee5bc760-cef5-574f-97e6-963de23fe458;397c5a38-a449-5658-8ec4-7b04f2a96142	#059669	true
0cae8f8c-2042-5cc8-849b-3172cd85a52e	Specify and Model Requirements	3	Chuyển đổi thông tin khơi gợi thô thành các mô hình trực quan và bản mô tả chính xác (Ma trận, Sơ đồ luồng, Use Case, User Story, Mô hình dữ liệu) theo quy chuẩn phân tích.	938399fb-f856-5b1e-a624-d33ef2b9d16d;ff4dd6cf-8291-5a6b-a8bd-00d2e3ec86f8;dda2e354-400a-53bb-86e7-0812ddadacd7;bc4b9b24-d53a-5f35-9a53-41095694c933;d9e66aec-9a1d-53f4-8855-b4a70b0011c8;b1f9206d-bed3-539c-a7ac-dd241de1f2e4;2434fb42-3898-5cf7-b748-37d4689f8ebb;7a55b746-09d4-53ed-aed8-09583817426d;088c548a-5400-5569-9999-6dffce1c36c8;06d74d85-60ae-593a-990e-7385c0a860dc	#DB2777	true
4561301d-a10b-5730-9104-41c6e4926732	Verify Requirements	3	Đảm bảo bộ yêu cầu và thiết kế đạt chuẩn chất lượng phân tích (tính đầy đủ, nhất quán, rõ ràng, không mâu thuẫn, khả kiểm và tuân thủ định dạng mẫu quy định).	938399fb-f856-5b1e-a624-d33ef2b9d16d;848afcf7-8c5c-5dd7-93e6-18e7e86eb25b;bc4b9b24-d53a-5f35-9a53-41095694c933;1a16754c-3735-54bd-90a1-c1c02342eb8b;79967eb7-4971-5bd5-903d-5e9c219b1b22	#DB2777	true
2c5fe3a9-7a7c-5076-be31-1a81e3fa7dca	Validate Requirements	3	Đảm bảo rằng toàn bộ yêu cầu và thiết kế trực tiếp đóng góp vào việc thỏa mãn các mục tiêu nghiệp vụ chiến lược và mang lại giá trị thực tế cho doanh nghiệp (Làm đúng thứ cần làm).	938399fb-f856-5b1e-a624-d33ef2b9d16d;e5378321-fb05-54a5-a410-74a01df7cb59;bc4b9b24-d53a-5f35-9a53-41095694c933;1a16754c-3735-54bd-90a1-c1c02342eb8b;3d5d15b9-7eb9-5db3-a51f-3fb1da3e087a	#DB2777	true
58392fb5-3ec9-5b6e-a044-3a31b41eade8	Define Requirements Architecture	3	Cấu trúc hóa toàn bộ các yêu cầu thành một chỉnh thể logic mạch lạc, phân loại theo tầng bậc để các bên liên quan thấy rõ bức tranh tổng thể và mối tương quan giữa các cấu phần.	9d7e8416-a548-5c97-b5e4-b79a89580de6;938399fb-f856-5b1e-a624-d33ef2b9d16d;bc4b9b24-d53a-5f35-9a53-41095694c933;8be1a8ea-47bd-59fd-be27-59033b64638d	#DB2777	true
b3b1fcdf-0432-50a2-a3a2-96ac55172ef1	Define Design Options	3	Phát triển nhiều phương án giải pháp khác nhau có thể thỏa mãn yêu cầu: Lựa chọn giữa tự xây dựng (Build), mua phần mềm đóng gói (Buy/COTS), hay thuê dịch vụ ngoài (Outsource/SaaS).	7cb1ab9d-b80c-5a10-9671-12b012e613f6;938399fb-f856-5b1e-a624-d33ef2b9d16d;88690d55-684b-540d-9000-b758d535981f;944dd59c-951f-550f-ae1a-25db1092d546;8be1a8ea-47bd-59fd-be27-59033b64638d;492d1b35-e507-58c3-8ffd-ba09596c15bf;fa673824-0d8c-58b8-ae34-c1cf9ee93f7e;b1f9206d-bed3-539c-a7ac-dd241de1f2e4;915e7b42-3dc8-5c26-ac6c-58b751c29968;d27be2ce-698f-5529-a50a-8ca45be0b3fb	#DB2777	true
6099c115-0a06-5aa2-bf2c-8a624f904fde	Analyze Potential Value and Recommend Solution	3	So sánh chi phí, lợi ích kỳ vọng và rủi ro của từng tùy chọn thiết kế; chọn ra giải pháp tối ưu nhất mang lại tỷ suất giá trị ròng cao nhất cho doanh nghiệp để khuyến nghị triển khai.	772cbebd-2312-5595-aeff-707d3103ee70;938399fb-f856-5b1e-a624-d33ef2b9d16d;e5378321-fb05-54a5-a410-74a01df7cb59;492d1b35-e507-58c3-8ffd-ba09596c15bf;57ac4ee5-2409-5d03-888e-a57f2d710b70;89d4d3dd-6778-5fa0-999f-a7e21494eb85	#DB2777	true
57ea410d-88f2-5866-98cc-5697ab43d7d0	Trace Requirements	3	Thiết lập mối liên kết hai chiều giữa các cấp độ yêu cầu, thiết kế, ca kiểm thử và mục tiêu nghiệp vụ nhằm kiểm soát độ bao phủ (coverage) và phân tích tác động khi có thay đổi.	b1894f25-d020-5b5a-bf0b-bd31e3aed080;602f6404-5ae1-59d9-b772-e9cab7bdd158;b76836da-e87c-5847-b869-d9fa03c3bbd7;ff4dd6cf-8291-5a6b-a8bd-00d2e3ec86f8;848afcf7-8c5c-5dd7-93e6-18e7e86eb25b;9b3c342b-0e4a-5d0a-8f15-0f277c59e735	#EA580C	true
caaf5c76-b6ef-505c-be9b-107c4b6746d3	Maintain Requirements	3	Giữ cho các yêu cầu và thiết kế luôn chính xác, cập nhật theo thời gian thực sau khi đã nghiệm thu để có thể tái sử dụng lâu dài cho các dự án mở rộng hoặc bảo trì hệ thống.	a24c234c-49c0-5822-ace2-05f47ad16850;602f6404-5ae1-59d9-b772-e9cab7bdd158;b76836da-e87c-5847-b869-d9fa03c3bbd7;eaa73859-c5e4-5e53-9a4e-15b58b299cee	#EA580C	true
d23b170a-d95f-543a-9e6a-1d25fe5ba95f	Prioritize Requirements	3	Xếp hạng tầm quan trọng và mức độ khẩn cấp của các yêu cầu dựa trên giá trị kinh doanh, rủi ro, chi phí, tính phụ thuộc kỹ thuật và hạn mức ngân sách nguồn lực.	602f6404-5ae1-59d9-b772-e9cab7bdd158;5aaff8a6-c0c0-5ce1-b2eb-157998fee775;88690d55-684b-540d-9000-b758d535981f;1b2dde7e-65d1-53ec-a327-bd1123f4e953;c0a7b8db-0140-5eb1-95f1-add181339c35	#EA580C	true
5dc6013e-3bcd-5ea6-9bd1-df8af8c1dec9	Assess Requirements Changes	3	Khi có đề xuất thay đổi phát sinh trong dự án, BA phải phân tích toàn diện tác động về mặt chi phí, thời gian biểu, kiến trúc giải pháp, rủi ro và giá trị mang lại trước khi quyết định.	b85bea86-46b2-594e-9b1a-72254af7d279;8c3ec12a-5ca8-5524-8e50-8a2ae2809fcb;602f6404-5ae1-59d9-b772-e9cab7bdd158;5aaff8a6-c0c0-5ce1-b2eb-157998fee775;848afcf7-8c5c-5dd7-93e6-18e7e86eb25b;f325978b-68cd-5eb7-b17a-d00b0f5a3896;feceaf0a-a5cf-58b4-ac7f-42c85f3a06d1;351bcdb2-a3a1-5c05-9084-7c8352e3e4ba	#EA580C	true
cef65728-a3e2-5cb5-96da-6d498714d068	Approve Requirements	3	Đạt được sự thống nhất chính thức từ các bên liên quan có thẩm quyền về việc các yêu cầu và thiết kế đã đầy đủ, chính xác và sẵn sàng chuyển giao cho giai đoạn lập trình kiểm thử.	602f6404-5ae1-59d9-b772-e9cab7bdd158;5aaff8a6-c0c0-5ce1-b2eb-157998fee775;f325978b-68cd-5eb7-b17a-d00b0f5a3896;c317153c-09a0-5e9d-970e-70a29e5b1490;3d5d15b9-7eb9-5db3-a51f-3fb1da3e087a	#EA580C	true
d331594a-da1e-54e7-948b-f7cc443afb6a	Measure Solution Performance	3	Thu thập các chỉ số dữ liệu vận hành thực tế của giải pháp sau khi go-live để đánh giá mức độ đáp ứng mục tiêu kinh doanh đã cam kết.	7cb1ab9d-b80c-5a10-9671-12b012e613f6;cf7525fc-7336-50e8-a4ca-476f53f00d85;6164c582-b9f5-550c-8da9-46c97ecb89b9;57ac4ee5-2409-5d03-888e-a57f2d710b70;81c78db7-6e28-5d43-9a26-f2527ad569b9	#0891B2	true
bd852669-b0d3-575c-9342-e232986379b5	Analyze Performance Measures	3	Đối chiếu số liệu thực tế đo được với mục tiêu kỳ vọng ban đầu; phân tích các khoảng cách chênh lệch và xu hướng biến động giá trị theo thời gian.	6164c582-b9f5-550c-8da9-46c97ecb89b9;81c78db7-6e28-5d43-9a26-f2527ad569b9;9e17f7e9-b369-5173-a6a5-c54c0822ecc5	#0891B2	true
8485acbc-210f-5ada-93be-66fb436f71da	Assess Solution Limitations	3	Nhận diện các lỗi kỹ thuật, khiếm khuyết trong thiết kế hoặc điểm nghẽn hiệu năng bên trong chính bản thân giải pháp khiến nó chưa phát huy tối đa giá trị.	6164c582-b9f5-550c-8da9-46c97ecb89b9;9e17f7e9-b369-5173-a6a5-c54c0822ecc5;5a788b78-5fe7-5dac-8c1d-9981f7182626;fbe3efee-5a8d-57fa-9fbc-8b25b8a213a4	#0891B2	true
93e5e972-31a1-5b5d-8a71-267c6422789e	Assess Enterprise Limitations	3	Kiểm tra các rào cản bên ngoài giải pháp nhưng nằm trong tổ chức: Quy trình nội bộ cồng kềnh, chính sách bất cập, cơ cấu tổ chức phân mảnh hoặc văn hóa ngại công nghệ cản trở việc hấp thụ giải pháp.	059b0651-4d18-52d7-a51c-14e307ced84b;6164c582-b9f5-550c-8da9-46c97ecb89b9;9e17f7e9-b369-5173-a6a5-c54c0822ecc5;ba40d05d-67f6-579c-955c-d4c1d20303bb;dc439879-1929-5558-82e3-a7b85ec7c420	#0891B2	true
2a7ba964-2983-5bfa-a69b-770ee78be3fc	Recommend Actions to Increase Solution Value	3	Đề xuất các phương án xử lý cụ thể để giải phóng tiềm năng giá trị: Tinh chỉnh phần mềm, tái thiết kế quy trình làm việc, đào tạo bổ sung nhân sự, hoặc thậm chí khai tử (retire) giải pháp nếu chi phí duy trì vượt quá lợi ích.	772cbebd-2312-5595-aeff-707d3103ee70;6164c582-b9f5-550c-8da9-46c97ecb89b9;5a788b78-5fe7-5dac-8c1d-9981f7182626;ba40d05d-67f6-579c-955c-d4c1d20303bb;feceaf0a-a5cf-58b4-ac7f-42c85f3a06d1;6199a04a-445d-5afe-99c4-7dd32ebdb852	#0891B2	true
